site.plot,Hydrogroup,HSG_2,lat,lon,site,B,plot,rep,siteB,site.plot.rep,depth,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,last_yr_range,sample.type,date.collected,smpl.yr,YSF,treatment,BD,MC60,WEPw,TP.ign,HCl.Pi,HCl.Po,LOI,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,sand,silt,clay,texture,fines,Ox.PSC,Ox.DPS,Ox.P2Fe,WFPS,Ox.P2Al,Ox.Al2Fe,HCl.PSR,MM.P,MM.P.ICP,MM.K,MM.Mg,MM.Ca,MM.Al,MM.B,MM.Cu,MM.Fe,MM.Mn,MM.Na,MM.S,MM.Zn,IP2TP,prior,farm_group,site_ID,study,FF,TP,Pi,Po,Pi2TP,OBJECTID,IDN,sample_date,project,Land_Use,LU_HSG,Transect,TPMD,TOP,Total_Inorganic,F__N,F__C,pH,TEXTURE,HSG,Al,Ca,Cu,Fe,K,Mg,Mn,Na,S,F39,F40,F41,F42,Value,sampledate,sample_yr
Goo.F,C/D,D,43.9451805555556,-73.1638666666667,Goo,F,F,2,GooF,Goo.F.2,0-10cm,6,4,0,0,10,0.4,2016,2006,2016,2016-2006,intact cores,NA,2021.44722222222,5.4472222222223,CTRL,0.6069142341,0.4032980137436938,1.8539249691340847,1169.7955430797722,489.264354383528,680.5311886962442,0.1918028963669438,653.9000333031902,3129.974182797926,6249.637334669273,360.1975914917903,0.09403208716683775,960.5407863778889,1.5,58.5,40,Silty clay loam,98.5,7053.2947291371565,0.188064174333675,0.19122554720301985,0.36063958671304014,0.18504460012468327,1.0374071012739148,0.06997132599952967,0.9265562028610197,4.610916671001835,143.4682559167877,471.48420546164283,3443.5949222366407,64.07819765929592,0.3,0.5,26.531124057220396,19.593682184657137,45.6249612483755,15.624961248375506,1.4562403120938765,0.4182477504533999,hay/pasture,>25% & <75%,Goo.F,Wiegman,0.4,1169.7955430797722,489.264354383528,680.5311886962443,0.4182477504533999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,C/D,D,44.897939,-73.053833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0.08373655122959998,844,2068,5608,391.12,0.1540483615050995,417.3036908777603,9.933333333333334,63.93333333333334,26.166666666666668,NA,NA,5478.798941798941,NA,NA,NA,NA,NA,NA,4.973846653666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WWH-F,Perillo,0,1161.12,682.5686819373396,524.5563180626604,0.5878536946545919,45,56,20150617,USGS-VWRLSC-2014,Wetland,Wetland_C,Interior,1161.12,524.5563180626604,682.5686819373396,0.4193643663333333,4.85710854,5.246666666666666,Silt loam,C,22939.61333333333,5065.409,26.900446666666667,22830.296666666665,4107.7536666666665,6800.5289999999995,770.9420999999999,282.2013666666667,718.4394666666667,NA,NA,NA,NA,3,2015-06-17,2015
La.1,B/D,D,43.87,-73.1543,La,1,1,NA,La1,La.1.,0-10cm,4,5,0,0,9,0.555555555555555,2009,2011,2009,2009-2011,surface plots,NA,2018.56111111111,9.56111111111113,CTRL,0.818393882366926,0.351021367798032,0.303052807528816,877.5,466.25,411.25,0.0592020175144307,412.6,810,3560,73,0.14224082738241814,255.18899419732332,NA,NA,NA,NA,NA,2900.714285714286,0.284481654764836,0.20936571221457,0.41563270816469,0.443655913978494,0.47191011235955,0.160736271854223,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5313390313390314,hay/pasture,>25% & <75%,La.1,Wiegman,0.555555555555555,877.5,466.25,411.25,0.5313390313390314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De.Fa,B/D,D,43.78133,-73.09914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,De.Fa,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De.1y21,B/D,D,43.7807333333333,-73.0996944444444,De,1y21,1y21,NA,De1y21,De.1y21.,0-10cm,4,5,0,0,9,0.555555555555555,2016,2003,2016,2016-2003,surface plots,NA,2021.525,5.52500000000009,CTRL,1.180322938352493,0.2788427442,2.742788156,945.094102564102,615.483076923077,329.611025641025,0.0448717948717927,444.642857142857,890.051020408163,2570.66326530612,28.5714285714285,0.18186127961964635,118.22361600554927,NA,NA,NA,NA,NA,2444.9561669906043,0.363722559239292,0.312458585024344,0,0.43510942223948,0.718114959258156,0.251735832827076,6.295,9.275,113.985,105.6,470.69,38.125,0.095,2.34,63.78,5.1149999999999904,9.315,4.43,2.665,0.6512399931956312,hay/pasture,>25% & <75%,De.1y21,Wiegman,0.555555555555555,945.094102564102,615.483076923077,329.611025641025,0.6512399931956312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QuH.2,C,C,43.79,-73.10939,QuH,2,2,NA,QuH2,QuH.2.,0-10cm,4,5,0,0,9,0.555555555555555,2009,2011,2009,2009-2011,intact cores,NA,2018.58055555555,9.58055555555552,CTRL,0.836191631408501,0.259744661318062,1.5382287032965,1175,535.645161290322,639.354838709677,0.212389380530974,742,2140,3540,206,0.16799949685685278,274.7875680660687,NA,NA,NA,NA,NA,4416.679894179893,0.335998993713705,0.378640422817568,0.317326922195499,0.301989749773892,1.25381879054195,0.121277786510218,3.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4558682223747421,hay/pasture,>25% & <75%,QuH.2,Wiegman,0.555555555555555,1175,535.645161290322,639.354838709678,0.4558682223747421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.FN,B/D,D,43.7808944444444,-73.0989805555556,OCD,FN,FN,3,OCDFN,OCD.FN.3,0-10cm,4,5,0,0,9,0.555555555555555,2016,2003,2016,2016-2003,intact cores,NA,2021.525,5.52500000000009,CTRL,0.9030917042,0.30936401638705874,2.995261695092047,1043.7112714255538,753.9188044299945,289.7924669955592,0.05750562838657791,555.1675411037508,1025.241138248034,2871.566357609543,50.8155212005424,0.2010812083038765,80.60680215291687,24.7,67.8,7.5,Silt loam,75.3,2766.7458051043486,0.4021624166077521,0.35131382311109194,0.4349834569275191,0.47073248126518397,0.7414889382224947,0.2734552698110729,11.401912099295641,14.763854417739982,88.02442998043222,98.50491377661301,615.9496694218299,45.05864095536777,0.11014984287959978,1.083657053074057,81.381402180292,5.9639410267932345,12.987973096698788,8.221149197054046,3.735384270616025,0.7223442201599048,hay/pasture,>25% & <75%,OCD.FN,Wiegman,0.555555555555555,1043.7112714255538,753.9188044299945,289.7924669955594,0.7223442201599048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM.1,C,C,44.50308,-73.21289,DM,NA,1,0,DM,DM.1.0,0-10cm,0,13,0,0,13,1,2020,NA,2020,NA,surface plots,2019-07-30T00:00:00Z,2019.58333333333,0,CTRL,0.933071353743757,0.169306389950846,11.5359749999999,1316.8557,972.916956521739,343.938743478261,0.0353440150801127,659.031291599121,636.084986280545,2291.44150085772,249.066710414109,0.3297140769332941,-198.87766431524275,NA,NA,NA,NA,NA,1998.796344180514,0.659428153866588,0.519545508457145,0.243827021265809,0.902387272595916,0.575745607495724,0.48675141884984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7388181989277481,row crop,>75%,DM.1,Wiegman,1,1316.8557,972.916956521739,343.938743478261,0.7388181989277481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke.1,B/D,D,43.80918,-73.15,Ke,1,1,NA,Ke1,Ke.1.,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,intact cores,NA,2018.56388888888,15.5638888888888,CTRL,0.647148515344129,0.471646469552242,0.277218972422063,1352.5,627.5,725,0.113074204946996,799,1940,2820,53.6,0.21090259035156017,73.16603299251778,NA,NA,NA,NA,NA,3788.478835978836,0.42180518070312,0.511827956989247,0.403847756272735,0.358713002993016,1.42684528500131,0.165633761508891,7.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46395563770794823,hay/pasture,<25%,Ke.1,Wiegman,0.222222222222222,1352.5,627.5,725,0.46395563770794823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ML.R,C/D,D,44.99257459,-72.87267514,ML,R,R,NA,MLR,ML.R.,0-10cm,13,0,0,0,13,0,NA,1995,1995,pre-1995,surface plots,NA,2020.77222222222,25.7722222222221,CTRL,0.453965255931085,0.473014171329022,0.192741827885256,630.896526845637,202.783211920529,428.113314925107,0.164429530201341,426.980945197782,1903.15177486219,4300.22704278137,NA,0.09352166940402892,624.0864085671304,NA,NA,NA,NA,NA,4565.583013206858,0.187043338808058,0.179367370480185,0.259121491499557,0.195405660547131,0.917923104059325,0.0444156225686705,1.85999999999999,6.27,92.545,183.969999999999,1916.45999999999,75.19,0.14,0.3,33.91,29.305,14.215,17.5649999999999,3.84,0.32142071368566033,"uncertain
(unfarmed since 1995)",<25%,ML.R,Wiegman,0,630.896526845637,202.783211920529,428.11331492510806,0.32142071368566033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.0,B/D,D,43.78186,-73.0971,OCD,NA,0,S,OCD,OCD.0.S,0-10cm,9,0,0,0,9,0,NA,1993,1993,pre-1993,intact cores,2019-07-09T00:00:00Z,2019.51944444444,26.5194444444443,CTRL,0.333544141692995,0.6546651145162967,0.46839460780475684,1277.6549068896772,556.7350488164301,720.9198580732544,0.19474237363537353,700.0738025485313,2389.080576666266,4587.257987670035,138.99693090153642,0.13256968503990882,515.802888090121,6.44999999999996,78.55,15,Silt loam,93.55000000000004,5282.393397336281,0.26513937007981725,0.2753579917579446,0.26292603866238023,0.25611938566263076,1.081966689109297,0.1054198266918989,5.198721425259949,12.228633560056142,91.64748029834143,293.4623480834717,1740.5445509825067,70.99261491725379,0.27145430514766933,1.3643673210690708,174.63113053771994,42.31409711701854,51.85564369299604,82.0178745788301,10.487451661771994,0.43574759179045125,"uncertain
(unfarmed since 1995)",<25%,OCD.0,Wiegman,0,1277.6549068896772,556.7350488164301,720.9198580732472,0.43574759179045125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,C,C,44.705097,-72.8286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0.10867729461509333,499.20000000000005,2484.8,6824,438.32,0.07528855393545898,1027.2406544998087,59.23333333333333,33.53333333333333,7.233333333333333,NA,NA,6630.489947089947,NA,NA,NA,NA,NA,NA,0.6508583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FBF-F,Perillo,0,916.4074666666666,583.1545413357495,333.2529253309171,0.636348526771515,9,15,20150521,USGS-VWRLSC-2014,Forest,Forest_B,Interior,916.4074666666666,333.2529253309171,583.1545413357495,0.6494753693333334,6.303787390666667,6.07,Sandy Loam,B,15848.623333333331,4274.645,32.71666666666667,25555.443333333333,2096.986666666667,6749.76,959,146.66,505.0566666666667,NA,NA,NA,NA,4,2015-05-21,2015
Ke.1,B/D,D,43.81,-73.1497,Ke,1,1,3,Ke1,Ke.1.3,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,surface plots,NA,2018.68333333333,15.6833333333333,CTRL,0.38842970094319407,0.5296408003825159,NA,1208.4139423073307,545.3366664958425,663.0772758114911,0.14662630167950175,727.5018142475966,1772.1572686846168,2348.6163099186115,64.19965309871566,0.2168633838515698,44.526529087829154,5.30500000000003,84.6949999999999,10,Silt,94.69499999999996,3334.825972115326,0.433726767703138,0.5554750701811346,0.4077147464434891,0.3566370604769778,1.5553832675758472,0.16390821196371058,7.677588918422401,13.307782651592229,24.61008670722734,91.94626933793279,1129.6736671523392,100.96957929588983,0.14113927709165716,0.8117089156374858,185.64650175269574,16.514462154104216,143.84098260633738,27.00308238927168,1.2253874663396558,0.4512829978232321,hay/pasture,<25%,Ke.1,Wiegman,0.222222222222222,1208.4139423073307,545.3366664958425,663.0772758114882,0.4512829978232321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke.1,B/D,D,43.81,-73.1497,Ke,1,1,2,Ke1,Ke.1.2,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,surface plots,NA,2018.68333333333,15.6833333333333,CTRL,0.622304026746742,0.5129873034137002,NA,1233.1483814693895,559.5198720889271,673.6285093804693,0.1076531803546284,668.0341028544049,1556.660399875717,2407.841328056926,64.54376730633595,0.21618122697470193,43.78915781614095,5.30500000000003,84.6949999999999,10,Silt,94.69499999999996,3120.188919158659,0.46890286617252946,0.5543098586037251,0.429810641689753,0.407017510967442,1.3643228418745599,0.17578899002920378,7.195726870963079,13.134956750071863,31.552415293723367,102.36269147024493,1185.1170951358397,97.69028104585512,0.14406852965979894,0.8161027944896984,174.1316099073305,19.058518009535316,151.56981550737942,30.55919500699582,1.843459758217566,0.45373280336484473,hay/pasture,<25%,Ke.1,Wiegman,0.222222222222222,1233.1483814693895,559.5198720889271,673.6285093804624,0.45373280336484473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,C,C,44.908867,-73.105639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,1995,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0.037168990001520005,288.53333333333336,949.3333333333334,3154.666666666667,333.2,0.10172846814456281,364.42849216802443,62.23333333333333,30.099999999999998,7.7,NA,NA,2836.3086419753085,NA,NA,NA,NA,NA,NA,1.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FMS-F,Perillo,0.1,645.196,569.7496129075829,75.44638709241711,0.88306439114251,11,19,20150715,USGS-VWRLSC-2014,Forest,Forest_B,Interior,645.196,75.44638709241711,569.7496129075829,0.13097377333333335,2.1559738980000005,5.613333333333333,Sandy loam,B,13699.256666666666,4654.441333333333,16.25733,19493.070000000003,2458.8063333333334,5797.066666666666,677.9902000000001,309.83476666666667,309.72369999999995,NA,NA,NA,NA,4,2015-07-15,2015
QuH.2,B/D,D,43.78716,-73.109,QuH,2,2,NA,QuH2,QuH.2.,0-10cm,4,5,0,0,9,0.555555555555555,2009,2011,2009,2009-2011,intact cores,NA,2018.58055555555,9.58055555555552,CTRL,0.836191631408501,0.259744661318062,1.5382287032965,1175,535.645161290322,639.354838709677,0.212389380530974,742,2140,3540,206,0.16799949685685278,274.7875680660687,NA,NA,NA,NA,NA,4416.679894179893,0.335998993713705,0.378640422817568,0.317326922195499,0.301989749773892,1.25381879054195,0.121277786510218,3.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4558682223747421,hay/pasture,>25% & <75%,QuH.2,Wiegman,0.555555555555555,1175,535.645161290322,639.354838709678,0.4558682223747421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC.1,B/D,D,44.56717,-73.15733,MC,NA,1,0,MC,MC.1.0,0-10cm,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,surface plots,2019-07-30T00:00:00Z,2019.58333333333,15.5833333333332,CTRL,0.412913382911138,0.493919183993723,0.60714,995.265,616.875916398713,905.522709382151,0.155109489051094,409.31751762909,1095.87557432595,3011.11871548913,204.16783861241,0.13993298191084055,264.08470600658467,NA,NA,NA,NA,NA,2925.0968001946103,0.27986596382168,0.245560656943578,0.241589429265965,0.325312802307252,0.754844737747672,0.210890769959363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6198107201586643,hay/pasture,>25% & <75%,MC.1,Wiegman,0.3,995.265,616.875916398713,378.389083601287,0.6198107201586643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,B,B,44.883558,-72.813442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.037233096407079995,460.024,1236.632,3027.88,295.456,0.14858730250611402,252.71922012793152,48.43333333333334,45.833333333333336,5.766666666666666,NA,NA,3095.9845978835983,NA,NA,NA,NA,NA,NA,3.716666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HTB-F,Perillo,1,1241.288,1031.254353228346,350.360879323576,0.8307937829322011,17,37,20150708,USGS-VWRLSC-2014,Hay,Hay_B,Interior,1241.288,350.360879323576,1031.254353228346,0.195735498,2.159692367,6.023333333333333,Sandy loam,B,16351.476666666667,5229.64,22.323333333333334,23638.656666666666,2293.3766666666666,6099.833333333333,838.2433333333333,315.1566666666667,338.8666666666666,NA,NA,NA,NA,2,2015-07-08,2015
NA,B/D,D,44.846422,-72.764125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.03090499983324,1011.9999999999999,1802,3950,214.8,0.23780597542405513,-32.30238045246773,46.36666666666667,45.333333333333336,8.266666666666667,NA,NA,4255.570105820107,NA,NA,NA,NA,NA,NA,13.516666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CJB-F,Perillo,1,1430.6526666666666,1131.868518596205,298.78414807046175,0.7911553551522673,23,3,20150624,USGS-VWRLSC-2014,Corn,Corn_C,Interior,1430.6526666666666,298.78414807046175,1131.868518596205,0.16964398300000003,1.792633401,7.446666666666666,Loam,C,16062.26,3874.8926666666666,63.28593,21702.13,1849.1290000000001,5959.560333333334,636.4167000000001,308.42269999999996,341.01160000000004,NA,NA,NA,NA,5,2015-06-24,2015
ML.FW,C/D,D,44.99193797,-72.87346481,ML,FW,FW,NA,MLFW,ML.FW.,0-10cm,0,13,0,0,13,1,2020,NA,2020,NA,surface plots,NA,2020.77222222222,0.772222222222126,CTRL,0.763193397579071,0.383663304694309,1.39921787054039,995.76135451505,195.742046979865,800.019307535184,0.177257525083603,431.271728504844,1257.17731792402,2001.21337056947,NA,0.1690439428206535,156.0629973834632,NA,NA,NA,NA,NA,2551.2403538907047,0.338087885641306,0.389299572456605,0.411247579243135,0.298783439838657,1.30294896084878,0.0767242673475878,5.695,12.3799999999999,112.515,164.155,2151.375,30.93,0.19,0.78,12.835,9.34,27.895,20.205,8.115,0.19657525981734264,hay/pasture,>75%,ML.FW,Wiegman,1,995.76135451505,195.742046979865,800.019307535185,0.19657525981734264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.3,B/D,D,43.78183,-73.0958,OCD,NA,3,S,OCD,OCD.3.S,0-10cm,9,0,0,0,9,0,NA,1993,1993,pre-1993,intact cores,2019-07-09T00:00:00Z,2019.51944444444,26.5194444444443,CTRL,0.5561013581646805,0.37045419293563786,0.08175224739453084,1068.2619929225443,265.94822046160095,802.3137724609489,0.11234678036363017,578.3506126517323,1803.1124484417137,6356.951673924624,782.8582804332616,0.10360854756357134,707.6393040763545,2.96999999999997,88.28,8.75,Silt,97.03000000000003,5589.267038075215,0.20721709512714162,0.1646316139596083,0.2731478558222551,0.27955435185480626,0.5885195924890144,0.047674184276018584,3.1124819557090087,8.711246319294364,75.04390164801336,292.11137008522644,1874.0715359230924,24.40501169286536,0.14562154749817932,0.6764948994254577,15.455977577730438,72.70380488079198,40.08261582149813,16.694373208232353,1.9651296315054096,0.24895411633434744,"uncertain
(unfarmed since 1995)",<25%,OCD.3,Wiegman,0,1068.2619929225443,265.94822046160095,802.3137724609434,0.24895411633434744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.1,B/D,D,43.7812,-73.0953,OCD,NA,1,N,OCD,OCD.1.N,0-10cm,9,0,0,0,9,0,NA,1993,1993,pre-1993,intact cores,2019-07-09T00:00:00Z,2019.51944444444,26.5194444444443,CTRL,0.43901302209853,0.5466657485643126,0.0603662689785123,1013.0258964640999,338.4081696351108,674.617726828989,0.25772749665892586,667.586726700052,1851.2410928245627,8184.887656383628,1051.6757178354417,0.09982440506837124,867.936852347201,9.38000000000002,81.8699999999999,8.75,Silt,90.61999999999998,6656.418985143213,0.19964881013674166,0.1473444839323017,0.31168087568846786,0.3115459353654927,0.47741788776422744,0.050537292415819564,4.249261421974931,10.820018635008324,60.93512466177984,323.7262025254737,2400.417270982718,23.724486730588833,0.3460001927759482,1.1907517510481962,72.90484192372247,88.45126951856476,93.56013269411102,32.70254257135523,4.181761261328308,0.3340567805979119,"uncertain
(unfarmed since 1995)",<25%,OCD.1,Wiegman,0,1013.0258964640999,338.4081696351108,674.6177268289891,0.3340567805979119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCSP.2,C,C,43.91869,-73.175,OCSP,NA,2,3,OCSP,OCSP.2.3,0-10cm,8,1,0,0,9,0.111111111111111,1995,2003,1995,1995-2003,intact cores,2019-07-09T00:00:00Z,2019.51944444444,24.5194444444443,CTRL,0.44005315169176396,0.5691800152239755,1.2502154257534155,1429.469939011172,407.99624483115826,1021.4736941800098,0.17728798315337346,NA,NA,NA,NA,NA,NA,2.96500000000001,82.0349999999999,15,Silt loam,97.035,NA,NA,NA,0.3272916403641703,NA,NA,NA,5.7679636576984334,14.425472969846906,107.41960789940816,178.55354051899798,2102.093201861018,56.4911867557373,0.19612464434009086,0.6951135863874937,87.49855043871621,21.982081803568743,38.02290975897449,56.271759443919755,3.291933167537669,0.2854178557356634,hay/pasture,<25%,OCSP.2,Wiegman,0.111111111111111,1429.469939011172,407.99624483115826,1021.4736941800138,0.2854178557356634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,B/D,D,44.864889,-72.553331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0.049638368584066665,177.20000000000002,1317.1428571428573,4131.428571428572,187.14285714285717,0.0466399747736743,697.4609028161477,64.86666666666666,30.833333333333332,4.266666666666667,NA,NA,3799.315948601664,NA,NA,NA,NA,NA,NA,1.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FWB-F,Perillo,0,455.6541333333334,336.4890742998853,119.16505903344802,0.738474754608946,33,27,20150619,USGS-VWRLSC-2014,Forest,Forest_C,Interior,455.6541333333334,119.16505903344802,336.4890742998853,0.22955615333333332,2.879255718333333,3.9,Sandy loam,C,11140.49,3028.301,16.983803333333334,21613.75,1168.4046,4051.9860000000003,537.5892666666667,185.5978,259.25245,NA,NA,NA,NA,5,2015-06-19,2015
NA,B/D,D,44.866628,-72.802908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.03492245418129333,730.6666666666667,1325.3333333333333,3602.666666666667,338.8,0.20781117778628289,78.77339417275778,50.79999999999999,43.6,5.6000000000000005,NA,NA,3516.0123456790125,NA,NA,NA,NA,NA,NA,12.747596333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTH-F,Perillo,1,1232.6233333333332,828.6042333333334,404.0191,0.6722282557255934,27,11,20150610,USGS-VWRLSC-2014,Corn,Corn_C,Interior,1232.6233333333332,404.0191,828.6042333333334,0.22006988033333333,2.025664395666667,6.25,Sandy loam,C,13710.843333333332,8329.49,25.209999999999997,18989.823333333334,2417.605,4725.3966666666665,633.16,227.84333333333333,415.30333333333334,NA,NA,NA,NA,5,2015-06-10,2015
Goo.A,B/D,D,43.9579333333333,-73.1531194444445,Goo,A,A,2,GooA,Goo.A.2,0-10cm,0,10,0,0,10,1,2020,NA,2020,NA,intact cores,NA,2021.44722222222,1.4472222222223,CTRL,1.02964870765,0.2694161602902609,2.195113863243466,1181.556987863155,885.7204399366767,295.8365479264835,0.20026518503872912,743.8027631565731,1336.5429952820523,4208.166890390542,257.34160728685816,0.1929267623315638,144.0857777975177,17.2,71.5,11.3,Silt loam,82.8,3864.070322133946,0.3858535246631257,0.3199511682399399,0.4584363482247176,0.4859542426771474,0.6586487265489928,0.22967358629439316,9.275761933832792,12.459603223054653,205.01739592388833,233.01983884726724,1487.5123623470124,15.217222561382583,0.3,2.3757619338327927,55.5510352829898,35.89404834581982,152.64246734292493,24.43444512276517,2.4974841899710514,0.7496214309040663,hay/pasture,>75%,Goo.A,Wiegman,1,1181.556987863155,885.7204399366767,295.83654792647826,0.7496214309040663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
